GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS,PLUS_MINUS
2025-03-30,LA Clippers,LAC @ CLE,L,122,-5.0
2025-03-30,Portland Trail Blazers,POR @ NYK,L,93,-17.0
2025-03-30,Milwaukee Bucks,MIL vs. ATL,L,124,-21.0
2025-03-30,Charlotte Hornets,CHA @ NOP,L,94,-4.0
2025-03-30,Houston Rockets,HOU @ PHX,W,148,39.0
2025-03-30,Philadelphia 76ers,PHI vs. TOR,L,109,-18.0
2025-03-30,New York Knicks,NYK vs. POR,W,110,17.0
2025-03-30,Cleveland Cavaliers,CLE vs. LAC,W,127,5.0
2025-03-30,Detroit Pistons,DET @ MIN,L,104,-19.0
2025-03-30,New Orleans Pelicans,NOP vs. CHA,W,98,4.0
2025-03-30,Golden State Warriors,GSW @ SAS,W,148,42.0
2025-03-30,Phoenix Suns,PHX vs. HOU,L,109,-39.0
2025-03-30,Minnesota Timberwolves,MIN vs. DET,W,123,19.0
2025-03-30,Atlanta Hawks,ATL @ MIL,W,145,21.0
2025-03-30,San Antonio Spurs,SAS vs. GSW,L,106,-42.0
2025-03-29,Brooklyn Nets,BKN @ WAS,W,115,3.0
2025-03-29,Boston Celtics,BOS @ SAS,W,121,10.0
2025-03-29,Indiana Pacers,IND @ OKC,L,111,-21.0
2025-03-29,Memphis Grizzlies,MEM vs. LAL,L,127,-7.0
2025-03-29,Washington Wizards,WAS vs. BKN,L,112,-3.0
2025-03-29,San Antonio Spurs,SAS vs. BOS,L,111,-10.0
2025-03-29,Oklahoma City Thunder,OKC vs. IND,W,132,21.0
2025-03-29,Chicago Bulls,CHI vs. DAL,L,119,-1.0
2025-03-29,Sacramento Kings,SAC @ ORL,L,91,-30.0
2025-03-29,Miami Heat,MIA @ PHI,W,118,23.0
2025-03-29,Orlando Magic,ORL vs. SAC,W,121,30.0
2025-03-29,Los Angeles Lakers,LAL @ MEM,W,134,7.0
2025-03-29,Philadelphia 76ers,PHI vs. MIA,L,95,-23.0
2025-03-29,Dallas Mavericks,DAL @ CHI,W,120,1.0
2025-03-28,New Orleans Pelicans,NOP vs. GSW,L,95,-16.0
2025-03-28,Milwaukee Bucks,MIL vs. NYK,L,107,-9.0
2025-03-28,New York Knicks,NYK @ MIL,W,116,9.0
2025-03-28,Brooklyn Nets,BKN vs. LAC,L,100,-32.0
2025-03-28,Golden State Warriors,GSW @ NOP,W,111,16.0
2025-03-28,Detroit Pistons,DET vs. CLE,W,133,11.0
2025-03-28,Utah Jazz,UTA @ DEN,L,93,-36.0
2025-03-28,Cleveland Cavaliers,CLE @ DET,L,122,-11.0
2025-03-28,Toronto Raptors,TOR vs. CHA,W,108,11.0
2025-03-28,Charlotte Hornets,CHA @ TOR,L,97,-11.0
2025-03-28,Phoenix Suns,PHX @ MIN,L,109,-15.0
2025-03-28,LA Clippers,LAC @ BKN,W,132,32.0
2025-03-28,Denver Nuggets,DEN vs. UTA,W,129,36.0
2025-03-28,Minnesota Timberwolves,MIN vs. PHX,W,124,15.0
2025-03-27,Cleveland Cavaliers,CLE vs. SAS,W,124,8.0
2025-03-27,Dallas Mavericks,DAL @ ORL,W,101,9.0
2025-03-27,Washington Wizards,WAS vs. IND,L,109,-53.0
2025-03-27,Chicago Bulls,CHI vs. LAL,W,119,2.0
2025-03-27,Oklahoma City Thunder,OKC vs. MEM,W,125,21.0
2025-03-27,Indiana Pacers,IND @ WAS,W,162,53.0
2025-03-27,Houston Rockets,HOU @ UTA,W,121,11.0
2025-03-27,Miami Heat,MIA vs. ATL,W,122,10.0
2025-03-27,Utah Jazz,UTA vs. HOU,L,110,-11.0
2025-03-27,Memphis Grizzlies,MEM @ OKC,L,104,-21.0
2025-03-27,Orlando Magic,ORL vs. DAL,L,92,-9.0
2025-03-27,Atlanta Hawks,ATL @ MIA,L,112,-10.0
2025-03-27,San Antonio Spurs,SAS @ CLE,L,116,-8.0
2025-03-27,Portland Trail Blazers,POR @ SAC,L,107,-21.0
2025-03-27,Los Angeles Lakers,LAL @ CHI,L,117,-2.0
2025-03-27,Sacramento Kings,SAC vs. POR,W,128,21.0
2025-03-26,Brooklyn Nets,BKN vs. TOR,L,86,-30.0
2025-03-26,LA Clippers,LAC @ NYK,W,126,13.0
2025-03-26,Denver Nuggets,DEN vs. MIL,W,127,10.0
2025-03-26,Philadelphia 76ers,PHI vs. WAS,L,114,-5.0
2025-03-26,New York Knicks,NYK vs. LAC,L,113,-13.0
2025-03-26,Toronto Raptors,TOR @ BKN,W,116,30.0
2025-03-26,Washington Wizards,WAS @ PHI,W,119,5.0
2025-03-26,Milwaukee Bucks,MIL @ DEN,L,117,-10.0
2025-03-26,Indiana Pacers,IND vs. LAL,L,119,-1.0
2025-03-26,Los Angeles Lakers,LAL @ IND,W,120,1.0
2025-03-26,Boston Celtics,BOS @ PHX,W,132,30.0
2025-03-26,Phoenix Suns,PHX vs. BOS,L,102,-30.0
2025-03-25,Memphis Grizzlies,MEM @ UTA,W,140,37.0
2025-03-25,Houston Rockets,HOU vs. ATL,W,121,7.0
2025-03-25,Sacramento Kings,SAC vs. OKC,L,105,-16.0
2025-03-25,New York Knicks,NYK vs. DAL,W,128,15.0
2025-03-25,Golden State Warriors,GSW @ MIA,L,86,-26.0
2025-03-25,Atlanta Hawks,ATL @ HOU,L,114,-7.0
2025-03-25,San Antonio Spurs,SAS @ DET,L,96,-26.0
2025-03-25,Dallas Mavericks,DAL @ NYK,L,113,-15.0
2025-03-25,Utah Jazz,UTA vs. MEM,L,103,-37.0
2025-03-25,Portland Trail Blazers,POR vs. CLE,L,111,-11.0
2025-03-25,Oklahoma City Thunder,OKC @ SAC,W,121,16.0
2025-03-25,Orlando Magic,ORL @ CHA,W,111,7.0
2025-03-25,Cleveland Cavaliers,CLE @ POR,W,122,11.0
2025-03-25,Charlotte Hornets,CHA vs. ORL,L,104,-7.0
2025-03-25,Miami Heat,MIA vs. GSW,W,112,26.0
2025-03-25,Detroit Pistons,DET vs. SAS,W,122,26.0
2025-03-24,Boston Celtics,BOS @ SAC,W,113,18.0
2025-03-24,Orlando Magic,ORL vs. LAL,W,118,12.0
2025-03-24,Brooklyn Nets,BKN vs. DAL,L,101,-19.0
2025-03-24,Phoenix Suns,PHX vs. MIL,W,108,2.0
2025-03-24,New Orleans Pelicans,NOP vs. PHI,W,112,13.0
2025-03-24,Chicago Bulls,CHI @ DEN,W,129,10.0
2025-03-24,Milwaukee Bucks,MIL @ PHX,L,106,-2.0
2025-03-24,Dallas Mavericks,DAL @ BKN,W,120,19.0
2025-03-24,Toronto Raptors,TOR @ WAS,W,112,8.0
2025-03-24,Denver Nuggets,DEN vs. CHI,L,119,-10.0
2025-03-24,Los Angeles Lakers,LAL @ ORL,L,106,-12.0
2025-03-24,Sacramento Kings,SAC vs. BOS,L,95,-18.0
2025-03-24,Minnesota Timberwolves,MIN @ IND,L,103,-16.0
2025-03-24,Indiana Pacers,IND vs. MIN,W,119,16.0
2025-03-24,Washington Wizards,WAS vs. TOR,L,104,-8.0
2025-03-24,Philadelphia 76ers,PHI @ NOP,L,99,-13.0
2025-03-23,Philadelphia 76ers,PHI @ ATL,L,119,-13.0
2025-03-23,LA Clippers,LAC vs. OKC,L,101,-2.0
2025-03-23,San Antonio Spurs,SAS @ TOR,W,123,34.0
2025-03-23,Detroit Pistons,DET vs. NOP,W,136,6.0
2025-03-23,Toronto Raptors,TOR vs. SAS,L,89,-34.0
2025-03-23,Miami Heat,MIA vs. CHA,W,122,17.0
2025-03-23,Utah Jazz,UTA vs. CLE,L,91,-29.0
2025-03-23,New Orleans Pelicans,NOP @ DET,L,130,-6.0
2025-03-23,Cleveland Cavaliers,CLE @ UTA,W,120,29.0
2025-03-23,Houston Rockets,HOU vs. DEN,L,111,-5.0
2025-03-23,Portland Trail Blazers,POR vs. BOS,L,116,-13.0
2025-03-23,Denver Nuggets,DEN @ HOU,W,116,5.0
2025-03-23,Oklahoma City Thunder,OKC @ LAC,W,103,2.0
2025-03-23,Atlanta Hawks,ATL vs. PHI,W,132,13.0
2025-03-23,Charlotte Hornets,CHA @ MIA,L,105,-17.0
2025-03-23,Boston Celtics,BOS @ POR,W,129,13.0
2025-03-22,Chicago Bulls,CHI @ LAL,W,146,31.0
2025-03-22,Golden State Warriors,GSW @ ATL,L,115,-9.0
2025-03-22,Washington Wizards,WAS @ NYK,L,103,-19.0
2025-03-22,New York Knicks,NYK vs. WAS,W,122,19.0
2025-03-22,Atlanta Hawks,ATL vs. GSW,W,124,9.0
2025-03-22,Sacramento Kings,SAC vs. MIL,L,108,-6.0
2025-03-22,Indiana Pacers,IND vs. BKN,W,108,5.0
2025-03-22,Brooklyn Nets,BKN @ IND,L,103,-5.0
2025-03-22,Los Angeles Lakers,LAL vs. CHI,L,115,-31.0
2025-03-22,Milwaukee Bucks,MIL @ SAC,W,114,6.0
2025-03-21,Oklahoma City Thunder,OKC vs. CHA,W,141,35.0
2025-03-21,Washington Wizards,WAS vs. ORL,L,105,-15.0
2025-03-21,Portland Trail Blazers,POR vs. DEN,W,128,19.0
2025-03-21,Houston Rockets,HOU @ MIA,W,102,4.0
2025-03-21,Boston Celtics,BOS @ UTA,W,121,22.0
2025-03-21,LA Clippers,LAC vs. MEM,W,128,20.0
2025-03-21,Dallas Mavericks,DAL vs. DET,W,123,6.0
2025-03-21,Minnesota Timberwolves,MIN vs. NOP,W,134,41.0
2025-03-21,Denver Nuggets,DEN @ POR,L,109,-19.0
2025-03-21,Phoenix Suns,PHX vs. CLE,W,123,11.0
2025-03-21,New Orleans Pelicans,NOP @ MIN,L,93,-41.0
2025-03-21,Memphis Grizzlies,MEM @ LAC,L,108,-20.0
2025-03-21,San Antonio Spurs,SAS vs. PHI,W,128,8.0
2025-03-21,Philadelphia 76ers,PHI @ SAS,L,120,-8.0
2025-03-21,Miami Heat,MIA vs. HOU,L,98,-4.0
2025-03-21,Orlando Magic,ORL @ WAS,W,120,15.0
2025-03-21,Utah Jazz,UTA vs. BOS,L,99,-22.0
2025-03-21,Charlotte Hornets,CHA @ OKC,L,106,-35.0
2025-03-21,Cleveland Cavaliers,CLE @ PHX,L,112,-11.0
2025-03-21,Detroit Pistons,DET @ DAL,L,117,-6.0
2025-03-20,Toronto Raptors,TOR @ GSW,L,114,-3.0
2025-03-20,Golden State Warriors,GSW vs. TOR,W,117,3.0
2025-03-20,Indiana Pacers,IND vs. BKN,W,105,6.0
2025-03-20,Brooklyn Nets,BKN @ IND,L,99,-6.0
2025-03-20,Chicago Bulls,CHI @ SAC,W,128,12.0
2025-03-20,Charlotte Hornets,CHA vs. NYK,W,115,17.0
2025-03-20,Sacramento Kings,SAC vs. CHI,L,116,-12.0
2025-03-20,New York Knicks,NYK @ CHA,L,98,-17.0
2025-03-20,Los Angeles Lakers,LAL vs. MIL,L,89,-29.0
2025-03-20,Milwaukee Bucks,MIL @ LAL,W,118,29.0
2025-03-19,New York Knicks,NYK @ SAS,L,105,-15.0
2025-03-19,Sacramento Kings,SAC vs. CLE,W,123,4.0
2025-03-19,Houston Rockets,HOU @ ORL,W,116,8.0
2025-03-19,Philadelphia 76ers,PHI @ OKC,L,100,-33.0
2025-03-19,Los Angeles Lakers,LAL vs. DEN,W,120,12.0
2025-03-19,Denver Nuggets,DEN @ LAL,L,108,-12.0
2025-03-19,Cleveland Cavaliers,CLE @ SAC,L,119,-4.0
2025-03-19,Portland Trail Blazers,POR vs. MEM,W,115,16.0
2025-03-19,Chicago Bulls,CHI @ PHX,L,121,-6.0
2025-03-19,Memphis Grizzlies,MEM @ POR,L,99,-16.0
2025-03-19,Dallas Mavericks,DAL @ IND,L,131,-4.0
2025-03-19,New Orleans Pelicans,NOP @ MIN,W,119,4.0
2025-03-19,Washington Wizards,WAS @ UTA,L,112,-16.0
2025-03-19,Oklahoma City Thunder,OKC vs. PHI,W,133,33.0
2025-03-19,Utah Jazz,UTA vs. WAS,W,128,16.0
2025-03-19,Indiana Pacers,IND vs. DAL,W,135,4.0
2025-03-19,Detroit Pistons,DET @ MIA,W,116,3.0
2025-03-19,Phoenix Suns,PHX vs. CHI,W,127,6.0
2025-03-19,San Antonio Spurs,SAS vs. NYK,W,120,15.0
2025-03-19,Miami Heat,MIA vs. DET,L,113,-3.0
2025-03-19,Minnesota Timberwolves,MIN vs. NOP,L,115,-4.0
2025-03-19,Orlando Magic,ORL vs. HOU,L,108,-8.0
2025-03-18,Milwaukee Bucks,MIL @ GSW,L,93,-11.0
2025-03-18,Cleveland Cavaliers,CLE @ LAC,L,119,-13.0
2025-03-18,Atlanta Hawks,ATL @ CHA,W,134,32.0
2025-03-18,Brooklyn Nets,BKN @ BOS,L,96,-8.0
2025-03-18,Charlotte Hornets,CHA vs. ATL,L,102,-32.0
2025-03-18,Golden State Warriors,GSW vs. MIL,W,104,11.0
2025-03-18,Boston Celtics,BOS vs. BKN,W,104,8.0
2025-03-18,LA Clippers,LAC vs. CLE,W,132,13.0
2025-03-17,Memphis Grizzlies,MEM @ SAC,L,122,-10.0
2025-03-17,Washington Wizards,WAS @ POR,L,97,-15.0
2025-03-17,New Orleans Pelicans,NOP vs. DET,L,81,-46.0
2025-03-17,San Antonio Spurs,SAS @ LAL,L,109,-16.0
2025-03-17,New York Knicks,NYK vs. MIA,W,116,21.0
2025-03-17,Los Angeles Lakers,LAL vs. SAS,W,125,16.0
2025-03-17,Detroit Pistons,DET @ NOP,W,127,46.0
2025-03-17,Miami Heat,MIA @ NYK,L,95,-21.0
2025-03-17,Toronto Raptors,TOR @ PHX,L,89,-40.0
2025-03-17,Utah Jazz,UTA vs. CHI,L,97,-14.0
2025-03-17,Philadelphia 76ers,PHI @ HOU,L,137,-7.0
2025-03-17,Golden State Warriors,GSW vs. DEN,L,105,-9.0
2025-03-17,Houston Rockets,HOU vs. PHI,W,144,7.0
2025-03-17,Denver Nuggets,DEN @ GSW,W,114,9.0
2025-03-17,Chicago Bulls,CHI @ UTA,W,111,14.0
2025-03-17,Phoenix Suns,PHX vs. TOR,W,129,40.0
2025-03-17,Indiana Pacers,IND @ MIN,W,132,2.0
2025-03-17,Minnesota Timberwolves,MIN vs. IND,L,130,-2.0
2025-03-17,Sacramento Kings,SAC vs. MEM,W,132,10.0
2025-03-17,Portland Trail Blazers,POR vs. WAS,W,112,15.0
2025-03-16,Atlanta Hawks,ATL @ BKN,L,114,-8.0
2025-03-16,Dallas Mavericks,DAL vs. PHI,L,125,-5.0
2025-03-16,Los Angeles Lakers,LAL vs. PHX,W,107,11.0
2025-03-16,Cleveland Cavaliers,CLE vs. ORL,L,103,-5.0
2025-03-16,Charlotte Hornets,CHA @ LAC,L,88,-35.0
2025-03-16,Milwaukee Bucks,MIL vs. OKC,L,105,-16.0
2025-03-16,Toronto Raptors,TOR @ POR,L,102,-3.0
2025-03-16,Utah Jazz,UTA @ MIN,L,102,-26.0
2025-03-16,Portland Trail Blazers,POR vs. TOR,W,105,3.0
2025-03-16,Philadelphia 76ers,PHI @ DAL,W,130,5.0
2025-03-16,Oklahoma City Thunder,OKC @ MIL,W,121,16.0
2025-03-16,Phoenix Suns,PHX @ LAL,L,96,-11.0
2025-03-16,Minnesota Timberwolves,MIN vs. UTA,W,128,26.0
2025-03-16,Orlando Magic,ORL @ CLE,W,108,5.0
2025-03-16,LA Clippers,LAC vs. CHA,W,123,35.0
2025-03-16,Brooklyn Nets,BKN vs. ATL,W,122,8.0
2025-03-15,Miami Heat,MIA @ MEM,L,91,-34.0
2025-03-15,New York Knicks,NYK @ GSW,L,94,-3.0
2025-03-15,Brooklyn Nets,BKN vs. BOS,L,113,-2.0
2025-03-15,Denver Nuggets,DEN vs. WAS,L,123,-3.0
2025-03-15,Golden State Warriors,GSW vs. NYK,W,97,3.0
2025-03-15,Boston Celtics,BOS @ BKN,W,115,2.0
2025-03-15,Oklahoma City Thunder,OKC @ DET,W,113,6.0
2025-03-15,New Orleans Pelicans,NOP @ SAS,L,115,-4.0
2025-03-15,Detroit Pistons,DET vs. OKC,L,107,-6.0
2025-03-15,Chicago Bulls,CHI @ HOU,L,114,-3.0
2025-03-15,Houston Rockets,HOU vs. CHI,W,117,3.0
2025-03-15,Indiana Pacers,IND @ MIL,L,119,-7.0
2025-03-15,Washington Wizards,WAS @ DEN,W,126,3.0
2025-03-15,Memphis Grizzlies,MEM vs. MIA,W,125,34.0
2025-03-15,San Antonio Spurs,SAS vs. NOP,W,119,4.0
2025-03-15,Milwaukee Bucks,MIL vs. IND,W,126,7.0
2025-03-14,Dallas Mavericks,DAL @ HOU,L,96,-37.0
2025-03-14,Minnesota Timberwolves,MIN vs. ORL,W,118,7.0
2025-03-14,Los Angeles Lakers,LAL @ DEN,L,126,-5.0
2025-03-14,Phoenix Suns,PHX vs. SAC,W,122,16.0
2025-03-14,Denver Nuggets,DEN vs. LAL,W,131,5.0
2025-03-14,Philadelphia 76ers,PHI vs. IND,L,100,-12.0
2025-03-14,LA Clippers,LAC @ ATL,W,121,23.0
2025-03-14,Charlotte Hornets,CHA @ SAS,W,145,11.0
2025-03-14,Indiana Pacers,IND @ PHI,W,112,12.0
2025-03-14,Houston Rockets,HOU vs. DAL,W,133,37.0
2025-03-14,Cleveland Cavaliers,CLE @ MEM,W,133,9.0
2025-03-14,Atlanta Hawks,ATL vs. LAC,L,98,-23.0
2025-03-14,Boston Celtics,BOS @ MIA,W,103,12.0
2025-03-14,Toronto Raptors,TOR @ UTA,W,126,8.0
2025-03-14,Orlando Magic,ORL @ MIN,L,111,-7.0
2025-03-14,Sacramento Kings,SAC @ PHX,L,106,-16.0
2025-03-14,Miami Heat,MIA vs. BOS,L,91,-12.0
2025-03-14,Utah Jazz,UTA vs. TOR,L,118,-8.0
2025-03-14,Memphis Grizzlies,MEM vs. CLE,L,124,-9.0
2025-03-14,San Antonio Spurs,SAS vs. CHA,L,134,-11.0
2025-03-13,Brooklyn Nets,BKN @ CHI,L,110,-6.0
2025-03-13,Milwaukee Bucks,MIL vs. LAL,W,126,20.0
2025-03-13,New Orleans Pelicans,NOP vs. ORL,L,93,-20.0
2025-03-13,Golden State Warriors,GSW vs. SAC,W,130,26.0
2025-03-13,Chicago Bulls,CHI vs. BKN,W,116,6.0
2025-03-13,Washington Wizards,WAS @ DET,W,129,4.0
2025-03-13,Detroit Pistons,DET vs. WAS,L,125,-4.0
2025-03-13,Los Angeles Lakers,LAL @ MIL,L,106,-20.0
2025-03-13,Orlando Magic,ORL @ NOP,W,113,20.0
2025-03-13,Sacramento Kings,SAC @ GSW,L,104,-26.0
2025-03-12,Memphis Grizzlies,MEM vs. UTA,W,122,7.0
2025-03-12,Charlotte Hornets,CHA @ ATL,L,110,-13.0
2025-03-12,Denver Nuggets,DEN vs. MIN,L,95,-20.0
2025-03-12,Miami Heat,MIA vs. LAC,L,104,-15.0
2025-03-12,Philadelphia 76ers,PHI @ TOR,L,105,-13.0
2025-03-12,Oklahoma City Thunder,OKC @ BOS,W,118,6.0
2025-03-12,Dallas Mavericks,DAL @ SAS,L,116,-10.0
2025-03-12,Phoenix Suns,PHX @ HOU,L,104,-7.0
2025-03-12,Atlanta Hawks,ATL vs. CHA,W,123,13.0
2025-03-12,San Antonio Spurs,SAS vs. DAL,W,126,10.0
2025-03-12,Houston Rockets,HOU vs. PHX,W,111,7.0
2025-03-12,LA Clippers,LAC @ MIA,W,119,15.0
2025-03-12,Boston Celtics,BOS vs. OKC,L,112,-6.0
2025-03-12,Portland Trail Blazers,POR vs. NYK,L,113,-1.0
2025-03-12,Toronto Raptors,TOR vs. PHI,W,118,13.0
2025-03-12,New York Knicks,NYK @ POR,W,114,1.0
2025-03-12,Utah Jazz,UTA @ MEM,L,115,-7.0
2025-03-12,Minnesota Timberwolves,MIN @ DEN,W,115,20.0
2025-03-11,New Orleans Pelicans,NOP vs. LAC,W,127,7.0
2025-03-11,Brooklyn Nets,BKN @ CLE,L,104,-5.0
2025-03-11,Cleveland Cavaliers,CLE vs. BKN,W,109,5.0
2025-03-11,Indiana Pacers,IND vs. MIL,W,115,1.0
2025-03-11,Washington Wizards,WAS @ DET,L,103,-20.0
2025-03-11,Detroit Pistons,DET vs. WAS,W,123,20.0
2025-03-11,Milwaukee Bucks,MIL @ IND,L,114,-1.0
2025-03-11,LA Clippers,LAC @ NOP,L,120,-7.0
2025-03-10,Chicago Bulls,CHI vs. IND,W,121,18.0
2025-03-10,Oklahoma City Thunder,OKC vs. DEN,L,127,-13.0
2025-03-10,San Antonio Spurs,SAS vs. DAL,L,129,-4.0
2025-03-10,Phoenix Suns,PHX @ MEM,L,118,-2.0
2025-03-10,Houston Rockets,HOU vs. ORL,W,97,13.0
2025-03-10,Memphis Grizzlies,MEM vs. PHX,W,120,2.0
2025-03-10,Orlando Magic,ORL @ HOU,L,84,-13.0
2025-03-10,Atlanta Hawks,ATL vs. PHI,W,132,9.0
2025-03-10,Los Angeles Lakers,LAL @ BKN,L,108,-3.0
2025-03-10,Toronto Raptors,TOR vs. WAS,W,119,15.0
2025-03-10,Dallas Mavericks,DAL @ SAS,W,133,4.0
2025-03-10,Washington Wizards,WAS @ TOR,L,104,-15.0
2025-03-10,Brooklyn Nets,BKN vs. LAL,W,111,3.0
2025-03-10,Golden State Warriors,GSW vs. POR,W,130,10.0
2025-03-10,Denver Nuggets,DEN @ OKC,W,140,13.0
2025-03-10,Philadelphia 76ers,PHI @ ATL,L,123,-9.0
2025-03-10,Utah Jazz,UTA @ BOS,L,108,-6.0
2025-03-10,Miami Heat,MIA vs. CHA,L,102,-3.0
2025-03-10,Boston Celtics,BOS vs. UTA,W,114,6.0
2025-03-10,Sacramento Kings,SAC vs. NYK,L,104,-29.0
2025-03-10,Indiana Pacers,IND @ CHI,L,103,-18.0
2025-03-10,New York Knicks,NYK @ SAC,W,133,29.0
2025-03-10,Portland Trail Blazers,POR @ GSW,L,120,-10.0
2025-03-10,Charlotte Hornets,CHA @ MIA,W,105,3.0
2025-03-09,Milwaukee Bucks,MIL vs. CLE,L,100,-12.0
2025-03-09,Detroit Pistons,DET @ POR,W,119,7.0
2025-03-09,Denver Nuggets,DEN @ OKC,L,103,-24.0
2025-03-09,Philadelphia 76ers,PHI vs. UTA,W,126,4.0
2025-03-09,LA Clippers,LAC vs. SAC,W,111,1.0
2025-03-09,Minnesota Timberwolves,MIN vs. SAS,W,141,17.0
2025-03-09,Dallas Mavericks,DAL vs. PHX,L,116,-9.0
2025-03-09,Cleveland Cavaliers,CLE @ MIL,W,112,12.0
2025-03-09,Oklahoma City Thunder,OKC vs. DEN,W,127,24.0
2025-03-09,Phoenix Suns,PHX @ DAL,W,125,9.0
2025-03-09,Portland Trail Blazers,POR vs. DET,L,112,-7.0
2025-03-09,Memphis Grizzlies,MEM @ NOP,W,107,3.0
2025-03-09,San Antonio Spurs,SAS @ MIN,L,124,-17.0
2025-03-09,Sacramento Kings,SAC @ LAC,L,110,-1.0
2025-03-09,New Orleans Pelicans,NOP vs. MEM,L,104,-3.0
2025-03-09,Utah Jazz,UTA @ PHI,L,122,-4.0
2025-03-08,Los Angeles Lakers,LAL @ BOS,L,101,-10.0
2025-03-08,Milwaukee Bucks,MIL vs. ORL,L,109,-2.0
2025-03-08,New Orleans Pelicans,NOP @ HOU,L,117,-29.0
2025-03-08,Toronto Raptors,TOR vs. WAS,L,117,-1.0
2025-03-08,Detroit Pistons,DET @ GSW,L,110,-5.0
2025-03-08,Indiana Pacers,IND @ ATL,L,118,-2.0
2025-03-08,Charlotte Hornets,CHA vs. BKN,W,105,3.0
2025-03-08,Atlanta Hawks,ATL vs. IND,W,120,2.0
2025-03-08,Washington Wizards,WAS @ TOR,W,118,1.0
2025-03-08,Miami Heat,MIA vs. CHI,L,109,-5.0
2025-03-08,Houston Rockets,HOU vs. NOP,W,146,29.0
2025-03-08,Golden State Warriors,GSW vs. DET,W,115,5.0
2025-03-08,Chicago Bulls,CHI @ MIA,W,114,5.0
2025-03-08,Brooklyn Nets,BKN @ CHA,L,102,-3.0
2025-03-08,Orlando Magic,ORL @ MIL,W,111,2.0
2025-03-08,Boston Celtics,BOS vs. LAL,W,111,10.0
2025-03-07,Denver Nuggets,DEN vs. PHX,W,149,8.0
2025-03-07,Cleveland Cavaliers,CLE @ CHA,W,118,1.0
2025-03-07,Dallas Mavericks,DAL vs. MEM,L,111,-11.0
2025-03-07,Sacramento Kings,SAC vs. SAS,W,127,18.0
2025-03-07,Phoenix Suns,PHX @ DEN,L,141,-8.0
2025-03-07,Toronto Raptors,TOR vs. UTA,W,118,9.0
2025-03-07,LA Clippers,LAC vs. NYK,W,105,10.0
2025-03-07,Charlotte Hornets,CHA vs. CLE,L,117,-1.0
2025-03-07,Memphis Grizzlies,MEM @ DAL,W,122,11.0
2025-03-07,Miami Heat,MIA vs. MIN,L,104,-2.0
2025-03-07,New York Knicks,NYK @ LAC,L,95,-10.0
2025-03-07,Oklahoma City Thunder,OKC vs. POR,W,107,18.0
2025-03-07,Utah Jazz,UTA @ TOR,L,109,-9.0
2025-03-07,San Antonio Spurs,SAS @ SAC,L,109,-18.0
2025-03-07,Portland Trail Blazers,POR @ OKC,L,89,-18.0
2025-03-07,Minnesota Timberwolves,MIN @ MIA,W,106,2.0
2025-03-06,Atlanta Hawks,ATL vs. IND,W,124,6.0
2025-03-06,Indiana Pacers,IND @ ATL,L,118,-6.0
2025-03-06,Los Angeles Lakers,LAL vs. NYK,W,113,4.0
2025-03-06,Golden State Warriors,GSW @ BKN,W,121,2.0
2025-03-06,New York Knicks,NYK @ LAL,L,109,-4.0
2025-03-06,Philadelphia 76ers,PHI @ BOS,L,105,-18.0
2025-03-06,Chicago Bulls,CHI @ ORL,W,125,2.0
2025-03-06,Houston Rockets,HOU @ NOP,W,109,12.0
2025-03-06,New Orleans Pelicans,NOP vs. HOU,L,97,-12.0
2025-03-06,Brooklyn Nets,BKN vs. GSW,L,119,-2.0
2025-03-06,Boston Celtics,BOS vs. PHI,W,123,18.0
2025-03-06,Orlando Magic,ORL vs. CHI,L,123,-2.0
2025-03-05,Memphis Grizzlies,MEM vs. OKC,L,103,-17.0
2025-03-05,Cleveland Cavaliers,CLE vs. MIA,W,112,5.0
2025-03-05,LA Clippers,LAC vs. DET,W,123,8.0
2025-03-05,Utah Jazz,UTA @ WAS,L,122,-3.0
2025-03-05,Detroit Pistons,DET @ LAC,L,115,-8.0
2025-03-05,Miami Heat,MIA @ CLE,L,107,-5.0
2025-03-05,Denver Nuggets,DEN vs. SAC,W,116,6.0
2025-03-05,Dallas Mavericks,DAL @ MIL,L,107,-30.0
2025-03-05,Washington Wizards,WAS vs. UTA,W,125,3.0
2025-03-05,Oklahoma City Thunder,OKC @ MEM,W,120,17.0
2025-03-05,Sacramento Kings,SAC @ DEN,L,110,-6.0
2025-03-05,Charlotte Hornets,CHA vs. MIN,L,110,-15.0
2025-03-05,Milwaukee Bucks,MIL vs. DAL,W,137,30.0
2025-03-05,Portland Trail Blazers,POR @ BOS,L,118,-10.0
2025-03-05,Minnesota Timberwolves,MIN @ CHA,W,125,15.0
2025-03-05,Boston Celtics,BOS vs. POR,W,128,10.0
2025-03-04,Brooklyn Nets,BKN @ SAS,L,113,-14.0
2025-03-04,Milwaukee Bucks,MIL @ ATL,W,127,6.0
2025-03-04,New Orleans Pelicans,NOP @ LAL,L,115,-21.0
2025-03-04,Atlanta Hawks,ATL vs. MIL,L,121,-6.0
2025-03-04,LA Clippers,LAC @ PHX,L,117,-2.0
2025-03-04,Houston Rockets,HOU @ IND,L,102,-13.0
2025-03-04,San Antonio Spurs,SAS vs. BKN,W,127,14.0
2025-03-04,Phoenix Suns,PHX vs. LAC,W,119,2.0
2025-03-04,Cleveland Cavaliers,CLE @ CHI,W,139,22.0
